SPECIES,STRAIN,GENOME,BUSCO,PHYLUM,BIOPROJECT,BIOSAMPLE,LOCUS
Protomyces inouyei,NRRL YB-4354,GCA_003717155.1_ASM371715v1_genomic.fna,ascomycota_odb10,Ascomycota,,,PINOU
